"","Location","Price","Rooms","Car.Parks","Property.Type","Land.Type","Land.Size.Sq.ft","Extra_Rooms"
"287","Adiva Desa Parkcity",2850000,3,2,"3-sty Terrace/Link House","Built-up ",3211,1
"288","Adiva Desa Parkcity",1488000,2,2,"Condominium (Corner)","Built-up ",1370,1
"289","Adiva Desa Parkcity",3890000,6,4,"Semi-detached House (Corner)","Land area ",3200,0
"290","Adiva Desa Parkcity",4560000,3,2,"Residential Land","Land area ",7300,0
"291","Adiva Desa Parkcity",3480000,4,2,"2-sty Terrace/Link House (Corner)","Land area ",3450,1
"292","Adiva Desa Parkcity",1850000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"293","Adiva Desa Parkcity",1830000,3,2,"2-sty Terrace/Link House","Land area ",1800,1
"294","Adiva Desa Parkcity",2950000,3,2,"2-sty Terrace/Link House","Built-up ",3079,1
"295","Adiva Desa Parkcity",1990000,3,2,"2-sty Terrace/Link House","Built-up ",2530,1
"296","Adiva Desa Parkcity",2880000,3,2,"2-sty Terrace/Link House","Built-up ",3079,1
"297","Adiva Desa Parkcity",2200000,4,2,"2-sty Terrace/Link House","Built-up ",2530,0
"298","Adiva Desa Parkcity",3490000,4,4,"3-sty Terrace/Link House (Intermediate)","Land area ",2160,1
"299","Adiva Desa Parkcity",2880000,3,3,"3-sty Terrace/Link House (Corner)","Built-up ",3500,2
"300","Adiva Desa Parkcity",6990000,7,3,"3.5-sty Terrace/Link House (Intermediate)","Built-up ",7000,1
"301","Adiva Desa Parkcity",1990000,3,2,"2-sty Terrace/Link House","Built-up ",2500,1
"302","Adiva Desa Parkcity",2750000,4,2,"3-sty Terrace/Link House","Built-up ",3300,1
"303","Adiva Desa Parkcity",2500000,3,2,"3-sty Terrace/Link House (EndLot)","Built-up ",3300,2
"304","Adiva Desa Parkcity",1780000,3,2,"3-sty Terrace/Link House (Intermediate)","Built-up ",1900,0
"305","Adiva Desa Parkcity",4950000,7,4,"3.5-sty Terrace/Link House (Intermediate)","Built-up ",6900,1
"306","Adiva Desa Parkcity",3580000,4,4,"3-sty Terrace/Link House (Corner)","Built-up ",4600,1
"307","Adiva Desa Parkcity",1620000,3,2,"3-sty Terrace/Link House (Intermediate)","Built-up ",1900,0
"308","Adiva Desa Parkcity",1580000,5,4,"2.5-sty Terrace/Link House (Intermediate)","Land area ",2170,0
"309","Adiva Desa Parkcity",8e+05,1,1,"Condominium (Intermediate)","Built-up ",1228,0
"310","Adiva Desa Parkcity",3230000,4,4,"3-sty Terrace/Link House (Intermediate)","Built-up ",4000,1
"311","Adiva Desa Parkcity",2090000,3,2,"2-sty Terrace/Link House","Built-up ",2500,1
"312","Adiva Desa Parkcity",828000,1,1,"Condominium (Intermediate)","Land area ",1228,1
"313","Adiva Desa Parkcity",11830000,1,2,"Bungalow Land","Land area ",18200,0
"314","Adiva Desa Parkcity",6300000,1,2,"Bungalow Land","Land area ",9000,0
"315","Adiva Desa Parkcity",4850000,1,2,"Bungalow Land","Land area ",7725,0
"316","Adiva Desa Parkcity",1830000,3,2,"Condominium (Intermediate)","Built-up ",1400,0
"317","Adiva Desa Parkcity",2500000,4,2,"2-sty Terrace/Link House","Land area ",2200,2
"318","Adiva Desa Parkcity",2730000,3,3,"2-sty Terrace/Link House (Corner)","Built-up ",3000,1
"319","Adiva Desa Parkcity",1400000,2,2,"Condominium","Built-up ",1292,0
"320","Adiva Desa Parkcity",790000,1,2,"Condominium","Built-up ",1283,1
"321","Adiva Desa Parkcity",9e+05,2,2,"Condominium (Intermediate)","Built-up ",1228,0
"322","Adiva Desa Parkcity",910000,1,2,"Serviced Residence","Built-up ",880,0
"323","Adiva Desa Parkcity",4990000,7,4,"3.5-sty Terrace/Link House","Land area ",3300,1
"324","Adiva Desa Parkcity",2380000,4,4,"Condominium","Built-up ",2474,1
"325","Adiva Desa Parkcity",2300000,5,2,"3-sty Terrace/Link House (Intermediate)","Built-up ",3200,0
"326","Adiva Desa Parkcity",1088000,4,4,"Semi-detached House (Corner)","Land area ",4004,1
"327","Adiva Desa Parkcity",660000,4,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,0
"328","Adiva Desa Parkcity",750000,5,4,"2-sty Terrace/Link House (Corner)","Land area ",2160,0
"329","Adiva Desa Parkcity",4100000,5,4,"Bungalow (Intermediate)","Land area ",3200,0
"330","Adiva Desa Parkcity",3e+06,4,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1850,1
"331","Adiva Desa Parkcity",2950000,4,4,"3-sty Terrace/Link House (Intermediate)","Land area ",2045,1
"332","Adiva Desa Parkcity",1120000,2,2,"Condominium (Intermediate)","Built-up ",1378,1
"333","Adiva Desa Parkcity",3500000,6,4,"Semi-detached House (Intermediate)","Land area ",3200,1
"334","Adiva Desa Parkcity",1280000,3,2,"Condominium (Corner)","Built-up ",1432,1
"335","Adiva Desa Parkcity",5500000,5,3,"Semi-detached House (Intermediate)","Built-up ",4721,1
"336","Adiva Desa Parkcity",5300000,4,3,"Semi-detached House (Intermediate)","Built-up ",4500,1
"337","Adiva Desa Parkcity",4626300,1,2,"Residential Land (Intermediate)","Land area ",7265,0
"338","Adiva Desa Parkcity",8200000,6,4,"Bungalow (Intermediate)","Land area ",6878,1
"339","Adiva Desa Parkcity",5149300,1,2,"Residential Land (Intermediate)","Land area ",7922,0
"340","Adiva Desa Parkcity",7150000,1,2,"Residential Land (Intermediate)","Land area ",11302,0
"341","Adiva Desa Parkcity",6065800,1,2,"Residential Land (Corner)","Land area ",9332,0
"342","Adiva Desa Parkcity",5799950,1,2,"Residential Land (Corner)","Land area ",9025,0
"343","Adiva Desa Parkcity",6200000,6,4,"Bungalow (Intermediate)","Land area ",7329,1
"344","Adiva Desa Parkcity",1780000,3,2,"2-sty Terrace/Link House (Intermediate)","Built-up ",2400,1
"345","Adiva Desa Parkcity",1780000,3,2,"2-sty Terrace/Link House","Land area ",1800,1
"346","Adiva Desa Parkcity",2350000,3,2,"2-sty Terrace/Link House","Land area ",1800,0
"347","Adiva Desa Parkcity",6380000,1,2,"Bungalow Land","Land area ",10689,0
"348","Adiva Desa Parkcity",1300000,3,2,"Condominium","Built-up ",1389,0
"349","Adiva Desa Parkcity",1680000,3,2,"Condominium","Built-up ",1701,0
"350","Adiva Desa Parkcity",1100000,2,2,"Condominium","Built-up ",1389,0
"351","Adiva Desa Parkcity",2400000,5,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,2
"352","Adiva Desa Parkcity",2250000,4,2,"3-sty Terrace/Link House (Corner)","Land area ",1945,0
"353","Adiva Desa Parkcity",2150000,3,2,"2-sty Terrace/Link House (Intermediate)","Built-up ",2530,1
"354","Adiva Desa Parkcity",2400000,5,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"355","Adiva Desa Parkcity",3500000,3,2,"2-sty Terrace/Link House (Corner)","Land area ",4607,1
"356","Adiva Desa Parkcity",2250000,4,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"357","Adiva Desa Parkcity",2290000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1826,1
"358","Adiva Desa Parkcity",2700000,3,3,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"359","Adiva Desa Parkcity",2e+06,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"360","Adiva Desa Parkcity",2350000,4,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"361","Adiva Desa Parkcity",3500000,4,2,"2-sty Terrace/Link House (Corner)","Land area ",3200,1
"362","Adiva Desa Parkcity",3e+06,4,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1826,1
"363","Adiva Desa Parkcity",3350000,4,4,"2-sty Terrace/Link House (Corner)","Land area ",3703,1
"364","Adiva Desa Parkcity",3500000,4,2,"2-sty Terrace/Link House (Corner)","Land area ",3810,1
"365","Adiva Desa Parkcity",1550000,3,1,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"366","Adiva Desa Parkcity",6200000,6,4,"3.5-sty Terrace/Link House (Corner)","Land area ",1484,1
"367","Adiva Desa Parkcity",2050000,3,2,"Condominium (Corner)","Land area ",1327,0
"368","Adiva Desa Parkcity",5950000,5,4,"3-sty Terrace/Link House (Corner)","Land area ",2805,1
"369","Adiva Desa Parkcity",5e+06,5,4,"3-sty Terrace/Link House (Intermediate)","Land area ",2805,1
"370","Adiva Desa Parkcity",3300000,4,3,"Semi-detached House (Intermediate)","Land area ",3200,1
"371","Adiva Desa Parkcity",3300000,4,3,"Semi-detached House (Intermediate)","Land area ",3200,1
"372","Adiva Desa Parkcity",2200000,3,2,"Condominium (Corner)","Built-up ",1808,1
"373","Adiva Desa Parkcity",2850000,5,5,"3.5-sty Terrace/Link House (Corner)","Land area ",1518,1
"374","Adiva Desa Parkcity",1480000,2,2,"Condominium (Intermediate)","Built-up ",1367,1
"375","Adiva Desa Parkcity",3600000,4,2,"3-sty Terrace/Link House (Corner)","Land area ",3450,1
"376","Adiva Desa Parkcity",3300000,4,3,"Semi-detached House (Intermediate)","Land area ",3400,1
"377","Adiva Desa Parkcity",3850000,4,3,"Semi-detached House (Intermediate)","Land area ",3400,1
"378","Adiva Desa Parkcity",3600000,5,5,"3.5-sty Terrace/Link House (Corner)","Land area ",2174,1
"379","Adiva Desa Parkcity",2850000,4,2,"2-sty Terrace/Link House (Corner)","Land area ",2700,1
"380","Adiva Desa Parkcity",5400000,7,4,"3.5-sty Terrace/Link House (Intermediate)","Land area ",2805,0
"381","Adiva Desa Parkcity",2200000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"382","Adiva Desa Parkcity",6500000,7,4,"3.5-sty Terrace/Link House (Intermediate)","Land area ",2805,0
"383","Adiva Desa Parkcity",3e+06,5,5,"3.5-sty Terrace/Link House (Corner)","Land area ",1518,1
"384","Adiva Desa Parkcity",4550000,3,4,"2.5-sty Terrace/Link House (Intermediate)","Land area ",2170,1
"385","Adiva Desa Parkcity",1450000,2,2,"Condominium (Intermediate)","Built-up ",1367,1
"386","Adiva Desa Parkcity",5e+06,6,3,"3.5-sty Terrace/Link House (Intermediate)","Land area ",2805,1
"387","Adiva Desa Parkcity",2300000,4,2,"2-sty Terrace/Link House (Intermediate)","Land area ",2200,1
"388","Adiva Desa Parkcity",2400000,4,2,"2-sty Terrace/Link House (Intermediate)","Land area ",2200,1
"389","Adiva Desa Parkcity",2700000,4,2,"2-sty Terrace/Link House (Intermediate)","Land area ",2200,1
"390","Adiva Desa Parkcity",2880000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1870,1
"391","Adiva Desa Parkcity",4100000,4,6,"3-sty Terrace/Link House (Corner)","Land area ",2040,1
"392","Adiva Desa Parkcity",2450000,7,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"393","Adiva Desa Parkcity",3180000,4,3,"3-sty Terrace/Link House (Intermediate)","Land area ",2040,1
"394","Adiva Desa Parkcity",1650000,3,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"395","Adiva Desa Parkcity",3450000,5,3,"Semi-detached House","Land area ",3200,1
"396","Adiva Desa Parkcity",2680000,3,3,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"397","Adiva Desa Parkcity",1600000,3,2,"3-sty Terrace/Link House (Intermediate)","Built-up ",1912,0
"398","Adiva Desa Parkcity",2250000,4,2,"3-sty Terrace/Link House (EndLot)","Land area ",1375,1
"399","Adiva Desa Parkcity",2600000,4,2,"2-sty Terrace/Link House (Corner)","Built-up ",3000,1
"400","Adiva Desa Parkcity",1290000,2,2,"Condominium (Intermediate)","Built-up ",1228,0
"401","Adiva Desa Parkcity",2900000,4,3,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"402","Adiva Desa Parkcity",2500000,4,2,"3-sty Terrace/Link House (EndLot)","Land area ",1386,1
"403","Adiva Desa Parkcity",2500000,4,2,"3-sty Terrace/Link House (EndLot)","Land area ",1375,1
"404","Adiva Desa Parkcity",2300000,4,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"405","Adiva Desa Parkcity",1150000,2,2,"Condominium (Intermediate)","Built-up ",1228,0
"406","Adiva Desa Parkcity",2850000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1870,1
"407","Adiva Desa Parkcity",2800000,4,2,"2-sty Terrace/Link House (EndLot)","Built-up ",2618,0
"408","Adiva Desa Parkcity",2870000,3,3,"2-sty Terrace/Link House (Corner)","Land area ",2140,1
"409","Adiva Desa Parkcity",1990000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"410","Adiva Desa Parkcity",3400000,5,4,"3-sty Terrace/Link House (Intermediate)","Land area ",2400,1
"411","Adiva Desa Parkcity",3100000,3,3,"2-sty Terrace/Link House (Corner)","Land area ",2140,1
"412","Adiva Desa Parkcity",2740000,5,3,"3-sty Terrace/Link House (Intermediate)","Built-up ",2959,1
"413","Adiva Desa Parkcity",2300000,3,2,"2-sty Terrace/Link House (Intermediate)","Built-up ",2541,2
"414","Adiva Desa Parkcity",2e+06,3,2,"2-sty Terrace/Link House (Corner)","Built-up ",2140,1
"415","Adiva Desa Parkcity",2450000,5,3,"3-sty Terrace/Link House (Intermediate)","Built-up ",2959,1
"416","Adiva Desa Parkcity",3570000,3,3,"2-sty Terrace/Link House (Corner)","Land area ",5168,1
"417","Adiva Desa Parkcity",3450000,4,4,"3-sty Terrace/Link House (Intermediate)","Land area ",2040,1
"418","Adiva Desa Parkcity",3300000,3,3,"2-sty Terrace/Link House (Corner)","Land area ",2140,1
"419","Adiva Desa Parkcity",2300000,4,2,"3-sty Terrace/Link House (Corner)","Land area ",1945,1
"420","Adiva Desa Parkcity",3550000,4,2,"2-sty Terrace/Link House (Corner)","Land area ",4607,1
"421","Adiva Desa Parkcity",2780000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1870,1
"422","Adiva Desa Parkcity",1600000,3,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"423","Adiva Desa Parkcity",2050000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"424","Adiva Desa Parkcity",1950000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"425","Adiva Desa Parkcity",2250000,4,2,"3-sty Terrace/Link House (Corner)","Land area ",1945,1
"426","Adiva Desa Parkcity",1550000,3,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1760,1
"427","Adiva Desa Parkcity",1880000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"428","Adiva Desa Parkcity",1150000,3,2,"Condominium (Corner)","Land area ",1327,0
"429","Adiva Desa Parkcity",1400000,3,2,"Condominium (Corner)","Land area ",1327,1
"430","Adiva Desa Parkcity",1430000,3,2,"Condominium (Corner)","Land area ",1327,1
"431","Adiva Desa Parkcity",1590000,2,4,"Condominium (Corner)","Land area ",1327,2
"432","Adiva Desa Parkcity",6500000,5,4,"3.5-sty Terrace/Link House (EndLot)","Land area ",2928,2
"433","Adiva Desa Parkcity",2250000,4,2,"3-sty Terrace/Link House (Corner)","Land area ",1945,1
"434","Adiva Desa Parkcity",3148000,5,5,"3-sty Terrace/Link House (Corner)","Built-up ",3656,1
"435","Adiva Desa Parkcity",3150000,5,5,"3-sty Terrace/Link House (Corner)","Built-up ",3656,1
"436","Adiva Desa Parkcity",2100000,5,2,"2-sty Terrace/Link House","Land area ",2200,1
"437","Adiva Desa Parkcity",1685000,5,2,"2.5-sty Terrace/Link House","Land area ",1712,1
"438","Adiva Desa Parkcity",2100000,3,2,"3-sty Terrace/Link House (Corner)","Built-up ",2100,1
"439","Adiva Desa Parkcity",1560000,3,2,"3-sty Terrace/Link House (Intermediate)","Built-up ",2000,1
"440","Adiva Desa Parkcity",1698000,3,2,"3-sty Terrace/Link House (Intermediate)","Built-up ",2000,1
"441","Adiva Desa Parkcity",2280000,5,2,"2-sty Terrace/Link House","Land area ",2200,1
"442","Adiva Desa Parkcity",1890000,3,2,"3-sty Terrace/Link House (Corner)","Built-up ",2100,1
"443","Adiva Desa Parkcity",2390000,6,2,"3-sty Terrace/Link House","Land area ",1900,1
"444","Adiva Desa Parkcity",3750000,5,2,"3-sty Terrace/Link House","Built-up ",5300,1
"445","Adiva Desa Parkcity",5850000,8,2,"3-sty Terrace/Link House (EndLot)","Land area ",3300,1
"446","Adiva Desa Parkcity",2280000,3,2,"2-sty Terrace/Link House (Intermediate)","Built-up ",2500,1
"447","Adiva Desa Parkcity",1849000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"448","Adiva Desa Parkcity",2580000,4,4,"2-sty Terrace/Link House (Corner)","Land area ",3375,1
"449","Adiva Desa Parkcity",1950000,4,2,"2-sty Terrace/Link House","Land area ",1800,0
"450","Adiva Desa Parkcity",1250000,2,2,"Condominium (Corner)","Built-up ",1498,1
"451","Adiva Desa Parkcity",1600000,3,2,"3-sty Terrace/Link House (Corner)","Built-up ",1945,0
"452","Adiva Desa Parkcity",2500000,4,2,"3-sty Terrace/Link House","Built-up ",3500,0
"453","Adiva Desa Parkcity",3890000,6,4,"Semi-detached House (Corner)","Land area ",3200,0
"454","Adiva Desa Parkcity",1399000,2,2,"Condominium","Built-up ",1367,1
"455","Adiva Desa Parkcity",2250000,5,2,"3-sty Terrace/Link House (Intermediate)","Built-up ",3300,0
"456","Adiva Desa Parkcity",2500000,3,2,"3-sty Terrace/Link House","Built-up ",3197,2
"457","Adiva Desa Parkcity",1350000,3,2,"Condominium","Built-up ",1389,0
"458","Adiva Desa Parkcity",1430000,2,2,"Condominium","Built-up ",1367,2
"459","Adiva Desa Parkcity",1900000,3,2,"Condominium","Built-up ",1808,1
"460","Adiva Desa Parkcity",795000,2,2,"Condominium (Intermediate)","Built-up ",1228,1
"461","Adiva Desa Parkcity",1980000,3,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"462","Adiva Desa Parkcity",2450000,4,2,"3-sty Terrace/Link House (Intermediate)","Built-up ",3228,1
"463","Adiva Desa Parkcity",1550000,2,2,"Condominium (Corner)","Built-up ",1852,2
"464","Adiva Desa Parkcity",2250000,4,2,"3-sty Terrace/Link House","Built-up ",2509,1
"465","Adiva Desa Parkcity",880000,2,1,"Condominium","Built-up ",1283,0
"466","Adiva Desa Parkcity",995500,1,2,"Serviced Residence","Built-up ",905,0
"467","Adiva Desa Parkcity",5500000,6,4,"3-sty Terrace/Link House (Intermediate)","Land area ",2805,1
"468","Adiva Desa Parkcity",1180000,2,2,"Townhouse","Built-up ",1321,0
"469","Adiva Desa Parkcity",1250000,2,2,"Condominium","Built-up ",1367,2
"470","Adiva Desa Parkcity",3800000,5,4,"3-sty Terrace/Link House","Built-up ",5448,1
"471","Adiva Desa Parkcity",3550000,5,4,"3-sty Terrace/Link House (Intermediate)","Built-up ",5448,1
"472","Adiva Desa Parkcity",3500000,4,3,"3-sty Terrace/Link House","Built-up ",4306,1
"473","Adiva Desa Parkcity",2800000,3,3,"2-sty Terrace/Link House (Intermediate)","Built-up ",3082,1
"474","Adiva Desa Parkcity",2300000,3,2,"2-sty Terrace/Link House","Built-up ",2541,1
"475","Adiva Desa Parkcity",1900000,3,2,"2-sty Terrace/Link House","Built-up ",1900,1
"476","Adiva Desa Parkcity",8e+05,1,1,"Condominium","Built-up ",1283,1
"477","Adiva Desa Parkcity",4280000,3,2,"2.5-sty Terrace/Link House (Intermediate)","Land area ",2170,2
"478","Adiva Desa Parkcity",2330000,4,2,"3-sty Terrace/Link House","Built-up ",2959,1
"479","Adiva Desa Parkcity",3300000,4,3,"3-sty Terrace/Link House","Built-up ",4306,1
"480","Adiva Desa Parkcity",780000,1,2,"Serviced Residence","Built-up ",811,1
"481","Adiva Desa Parkcity",1800000,3,2,"Condominium (Corner)","Built-up ",2110,1
"482","Adiva Desa Parkcity",1388000,3,2,"Condominium (Corner)","Built-up ",1529,1
"483","Adiva Desa Parkcity",4350000,5,4,"3-sty Terrace/Link House","Built-up ",5651,1
"484","Adiva Desa Parkcity",1350000,2,2,"Condominium","Built-up ",1432,0
"485","Adiva Desa Parkcity",980000,1,2,"Condominium","Built-up ",1283,1
"486","Adiva Desa Parkcity",6300000,7,4,"3.5-sty Terrace/Link House (Intermediate)","Built-up ",6831,1
"487","Adiva Desa Parkcity",3450000,5,3,"3-sty Terrace/Link House","Built-up ",5448,1
"488","Adiva Desa Parkcity",2e+06,3,2,"2-sty Terrace/Link House (Intermediate)","Built-up ",2380,1
"489","Adiva Desa Parkcity",1060000,2,2,"Condominium","Built-up ",1389,1
"490","Adiva Desa Parkcity",5600000,5,3,"3-sty Terrace/Link House","Built-up ",6084,0
"491","Adiva Desa Parkcity",817000,1,2,"Serviced Residence (Intermediate)","Built-up ",873,0
"492","Adiva Desa Parkcity",1150000,2,2,"Condominium (Intermediate)","Built-up ",1271,1
"493","Adiva Desa Parkcity",1450000,3,2,"Condominium","Built-up ",1680,1
"494","Adiva Desa Parkcity",1550000,3,2,"Condominium","Built-up ",1777,1
"495","Adiva Desa Parkcity",1350000,2,2,"Condominium (Intermediate)","Built-up ",1701,2
"496","Adiva Desa Parkcity",1600000,3,1,"3-sty Terrace/Link House (Intermediate)","Built-up ",1900,0
"497","Adiva Desa Parkcity",1388000,3,2,"Condominium","Built-up ",1377,0
"498","Adiva Desa Parkcity",2850000,4,2,"3-sty Terrace/Link House (Intermediate)","Built-up ",3642,1
"499","Adiva Desa Parkcity",2450000,5,2,"2-sty Terrace/Link House (Intermediate)","Built-up ",3000,2
"500","Adiva Desa Parkcity",1430000,3,2,"Condominium (Intermediate)","Built-up ",1377,0
"501","Adiva Desa Parkcity",3890000,7,3,"Semi-detached House (EndLot)","Land area ",3200,1
"502","Adiva Desa Parkcity",3900000,4,3,"Bungalow (Intermediate)","Built-up ",3600,2
"503","Adiva Desa Parkcity",3200000,5,5,"3.5-sty Terrace/Link House (Corner)","Built-up ",3656,1
