"","Location","Price","Rooms","Car.Parks","Property.Type","Land.Type","Land.Size.Sq.ft","Extra_Rooms"
"8966","Bukit Jalil",730000,3,2,"Serviced Residence","Built-up ",971,0
"8967","Bukit Jalil",740000,2,2,"Serviced Residence","Built-up ",971,0
"8968","Bukit Jalil",650000,2,2,"Serviced Residence","Built-up ",791,0
"8969","Bukit Jalil",980000,3,2,"Serviced Residence","Built-up ",1218,0
"8970","Bukit Jalil",950000,3,2,"Serviced Residence","Built-up ",1218,0
"8971","Bukit Jalil",1900000,5,2,"3-sty Terrace/Link House","Land area ",2160,0
"8972","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1212,0
"8973","Bukit Jalil",930000,3,3,"Condominium (Corner)","Land area ",2066,1
"8974","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1212,0
"8975","Bukit Jalil",1600000,4,2,"Semi-detached House (Intermediate)","Land area ",3200,1
"8976","Bukit Jalil",680000,3,2,"Condominium","Built-up ",1400,1
"8977","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,0
"8978","Bukit Jalil",580000,3,1,"Apartment (Intermediate)","Built-up ",1092,0
"8979","Bukit Jalil",6e+05,2,2,"Condominium","Built-up ",1212,0
"8980","Bukit Jalil",624999,2,2,"Condominium","Built-up ",1212,0
"8981","Bukit Jalil",620000,3,2,"Condominium","Built-up ",1232,0
"8982","Bukit Jalil",2091051.23925986,3,2,"Condominium","Built-up ",1404,1
"8983","Bukit Jalil",1450000,4,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1584,1
"8984","Bukit Jalil",610000,3,2,"Condominium","Built-up ",1238,0
"8985","Bukit Jalil",610000,2,2,"Serviced Residence","Built-up ",791,0
"8986","Bukit Jalil",5100000,6,4,"Bungalow","Land area ",6400,0
"8987","Bukit Jalil",580000,2,2,"Condominium","Built-up ",1212,0
"8988","Bukit Jalil",2200000,5,2,"3-sty Terrace/Link House","Unknown",3527,1
"8989","Bukit Jalil",1250000,5,2,"3-sty Terrace/Link House","Unknown",2004,1
"8990","Bukit Jalil",1050000,3,2,"Serviced Residence","Built-up ",1339,1
"8991","Bukit Jalil",785000,3,2,"Condominium","Built-up ",1415,1
"8992","Bukit Jalil",960000,4,2,"Condominium","Unknown",1539,1
"8993","Bukit Jalil",1300000,5,2,"Condominium","Built-up ",1930,1
"8994","Bukit Jalil",630000,3,2,"Condominium","Built-up ",1212,0
"8995","Bukit Jalil",1650000,3,2,"Condominium","Built-up ",1700,1
"8996","Bukit Jalil",1280000,3,2,"Condominium","Built-up ",1614,1
"8997","Bukit Jalil",1130000,3,2,"Condominium (Corner)","Built-up ",1440,1
"8998","Bukit Jalil",1080000,3,2,"Condominium","Built-up ",1420,1
"8999","Bukit Jalil",1230000,3,2,"Condominium","Built-up ",1700,1
"9000","Bukit Jalil",1150000,3,2,"Condominium","Built-up ",1509,1
"9001","Bukit Jalil",1300000,3,2,"Condominium","Built-up ",1678,1
"9002","Bukit Jalil",1100000,3,2,"Condominium","Built-up ",1420,1
"9003","Bukit Jalil",1080000,3,2,"Condominium","Built-up ",1409,1
"9004","Bukit Jalil",1800000,3,4,"Condominium (Penthouse)","Built-up ",2556,1
"9005","Bukit Jalil",2350000,6,2,"2.5-sty Terrace/Link House (Corner)","Land area ",3068,1
"9006","Bukit Jalil",1800000,6,2,"2.5-sty Terrace/Link House","Land area ",1840,1
"9007","Bukit Jalil",1800000,6,2,"2.5-sty Terrace/Link House","Land area ",1840,1
"9008","Bukit Jalil",1850000,6,2,"2.5-sty Terrace/Link House","Land area ",1840,1
"9009","Bukit Jalil",3900000,5,2,"Semi-detached House","Land area ",6809,1
"9010","Bukit Jalil",1700000,3,2,"Residential Land","Land area ",8934,0
"9011","Bukit Jalil",1800000,3,2,"Residential Land","Land area ",8855,0
"9012","Bukit Jalil",1700000,3,2,"Residential Land","Land area ",7470,0
"9013","Bukit Jalil",1900000,3,2,"Residential Land","Land area ",7674,0
"9014","Bukit Jalil",2091051.23925986,3,2,"Residential Land","Land area ",6300,0
"9015","Bukit Jalil",668000,3,2,"Condominium","Built-up ",1232,0
"9016","Bukit Jalil",620000,3,2,"Condominium","Built-up ",1212,0
"9017","Bukit Jalil",580000,2,2,"Condominium (Intermediate)","Built-up ",1087,0
"9018","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Built-up ",1087,0
"9019","Bukit Jalil",1386000,5,2,"Bungalow Land (Corner)","Land area ",6400,0
"9020","Bukit Jalil",640000,1,1,"Serviced Residence","Built-up ",721,0
"9021","Bukit Jalil",1300000,5,4,"Condominium","Built-up ",1930,1
"9022","Bukit Jalil",1100000,4,4,"Condominium","Built-up ",1772,1
"9023","Bukit Jalil",8e+05,2,2,"Serviced Residence","Built-up ",1170,1
"9024","Bukit Jalil",1100000,2,2,"Serviced Residence","Built-up ",1254,1
"9025","Bukit Jalil",1100000,3,2,"Serviced Residence","Built-up ",1521,0
"9026","Bukit Jalil",2100000,4,3,"Serviced Residence","Built-up ",2563,0
"9027","Bukit Jalil",1250000,3,2,"Condominium","Built-up ",1440,1
"9028","Bukit Jalil",1300000,3,2,"Condominium","Built-up ",1678,1
"9029","Bukit Jalil",1150000,3,2,"Condominium","Built-up ",1409,1
"9030","Bukit Jalil",1200000,3,2,"Condominium","Built-up ",1420,1
"9031","Bukit Jalil",2600000,5,4,"4.5-sty Terrace/Link House (Intermediate)","Built-up ",4344,0
"9032","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1231,1
"9033","Bukit Jalil",580000,3,1,"Apartment (Intermediate)","Built-up ",1115,0
"9034","Bukit Jalil",680000,4,3,"Condominium","Built-up ",1212,0
"9035","Bukit Jalil",1050000,4,2,"Condominium","Built-up ",1409,0
"9036","Bukit Jalil",725000,3,2,"Condominium","Built-up ",1212,0
"9037","Bukit Jalil",708000,3,2,"Condominium","Built-up ",1300,0
"9038","Bukit Jalil",690000,3,2,"Condominium","Built-up ",1400,0
"9039","Bukit Jalil",598000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9040","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Built-up ",1087,0
"9041","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9042","Bukit Jalil",1250000,3,3,"Serviced Residence (Intermediate)","Built-up ",1301,0
"9043","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Built-up ",1087,0
"9044","Bukit Jalil",599000,3,2,"Condominium (Intermediate)","Land area ",1500,0
"9045","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Land area ",1100,0
"9046","Bukit Jalil",1600000,5,2,"3-sty Terrace/Link House (EndLot)","Land area ",2400,1
"9047","Bukit Jalil",2600000,4,3,"Condominium","Built-up ",3260,0
"9048","Bukit Jalil",1350000,5,2,"Bungalow Land (Corner)","Land area ",6400,0
"9049","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1212,0
"9050","Bukit Jalil",738000,3,2,"Condominium (Corner)","Built-up ",1457,1
"9051","Bukit Jalil",580000,3,1,"Condominium (Intermediate)","Built-up ",1088,1
"9052","Bukit Jalil",580000,3,1,"Apartment (Intermediate)","Built-up ",1093,0
"9053","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1212,0
"9054","Bukit Jalil",617500,3,2,"Condominium","Built-up ",1239,1
"9055","Bukit Jalil",1e+06,3,2,"Condominium","Built-up ",1420,1
"9056","Bukit Jalil",1200000,3,2,"Serviced Residence (Corner)","Built-up ",1254,0
"9057","Bukit Jalil",580000,2,1,"Apartment","Built-up ",818,0
"9058","Bukit Jalil",1100000,3,2,"Condominium","Built-up ",1440,1
"9059","Bukit Jalil",580000,1,2,"Condominium","Built-up ",1212,1
"9060","Bukit Jalil",580000,2,1,"Apartment","Land area ",818,0
"9061","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9062","Bukit Jalil",855000,3,2,"Condominium","Built-up ",1513,0
"9063","Bukit Jalil",980000,3,2,"Condominium (Corner)","Built-up ",1415,1
"9064","Bukit Jalil",2300000,4,3,"Condominium","Built-up ",3260,0
"9065","Bukit Jalil",7e+05,3,2,"Condominium (Corner)","Built-up ",1407,0
"9066","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Built-up ",1100,0
"9067","Bukit Jalil",580000,1,1,"Condominium (Intermediate)","Built-up ",1087,1
"9068","Bukit Jalil",590000,3,2,"Condominium (Intermediate)","Built-up ",1087,0
"9069","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1239,1
"9070","Bukit Jalil",740000,3,3,"Condominium","Built-up ",1212,0
"9071","Bukit Jalil",1600000,6,2,"3-sty Terrace/Link House (EndLot)","Land area ",2400,0
"9072","Bukit Jalil",1120000,5,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1584,1
"9073","Bukit Jalil",580000,1,1,"Condominium","Built-up ",1212,1
"9074","Bukit Jalil",3800000,8,6,"Bungalow","Land area ",8750,1
"9075","Bukit Jalil",580000,3,1,"Apartment","Built-up ",880,0
"9076","Bukit Jalil",1230000,5,2,"3-sty Terrace/Link House","Land area ",1840,1
"9077","Bukit Jalil",1360000,5,2,"3-sty Terrace/Link House","Land area ",1840,1
"9078","Bukit Jalil",599000,3,2,"Condominium","Built-up ",1234,0
"9079","Bukit Jalil",580000,3,1,"Condominium (Intermediate)","Built-up ",1087,0
"9080","Bukit Jalil",1150000,4,2,"Condominium","Built-up ",1513,1
"9081","Bukit Jalil",1750000,5,2,"2.5-sty Terrace/Link House","Land area ",2160,0
"9082","Bukit Jalil",3e+06,5,4,"Condominium (Corner)","Built-up ",4134,1
"9083","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1252,0
"9084","Bukit Jalil",580000,3,1,"Condominium (Intermediate)","Built-up ",1224,0
"9085","Bukit Jalil",6e+05,4,3,"Condominium","Built-up ",1240,0
"9086","Bukit Jalil",580000,3,1,"Apartment (EndLot)","Built-up ",954,0
"9087","Bukit Jalil",2590000,4,2,"4.5-sty Terrace/Link House (Intermediate)","Built-up ",4344,1
"9088","Bukit Jalil",2280000,5,3,"3-sty Terrace/Link House (Corner)","Land area ",3272,0
"9089","Bukit Jalil",1065000,5,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1584,1
"9090","Bukit Jalil",1200000,5,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1650,1
"9091","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1231,1
"9092","Bukit Jalil",2600000,5,2,"Condominium (Intermediate)","Built-up ",4344,0
"9093","Bukit Jalil",1350000,3,2,"Condominium (Corner)","Land area ",1420,1
"9094","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Land area ",1087,0
"9095","Bukit Jalil",650000,3,2,"Condominium","Built-up ",1404,1
"9096","Bukit Jalil",580000,1,2,"Condominium","Built-up ",1212,1
"9097","Bukit Jalil",7e+05,3,2,"Condominium (Corner)","Built-up ",1407,0
"9098","Bukit Jalil",630000,3,2,"Condominium (Intermediate)","Built-up ",1232,0
"9099","Bukit Jalil",630000,3,2,"Condominium (Intermediate)","Built-up ",1232,0
"9100","Bukit Jalil",580000,3,1,"Condominium (Corner)","Built-up ",1212,1
"9101","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9102","Bukit Jalil",920000,3,2,"Serviced Residence (Corner)","Built-up ",1216,0
"9103","Bukit Jalil",690000,2,2,"Serviced Residence (Intermediate)","Built-up ",855,0
"9104","Bukit Jalil",580000,1,1,"Serviced Residence (Intermediate)","Built-up ",721,1
"9105","Bukit Jalil",740000,3,2,"Serviced Residence (Corner)","Built-up ",971,0
"9106","Bukit Jalil",580000,3,2,"Apartment","Built-up ",818,0
"9107","Bukit Jalil",580000,3,1,"Condominium","Built-up ",1222,0
"9108","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1222,0
"9109","Bukit Jalil",2700000,4,4,"Condominium (Penthouse)","Built-up ",4323,2
"9110","Bukit Jalil",2700000,4,4,"Condominium (Penthouse)","Built-up ",4323,2
"9111","Bukit Jalil",1390000,3,2,"Condominium","Unknown",2228,1
"9112","Bukit Jalil",3900000,7,2,"Bungalow","Land area ",8747,1
"9113","Bukit Jalil",580000,4,1,"Condominium","Built-up ",1212,0
"9114","Bukit Jalil",580000,4,1,"Condominium (Corner)","Built-up ",1450,0
"9115","Bukit Jalil",580000,3,1,"Apartment (Intermediate)","Built-up ",1100,0
"9116","Bukit Jalil",580000,3,1,"Condominium (Corner)","Built-up ",1252,0
"9117","Bukit Jalil",7e+05,4,3,"Condominium (Corner)","Built-up ",1212,0
"9118","Bukit Jalil",580000,2,1,"Apartment (Intermediate)","Built-up ",813,1
"9119","Bukit Jalil",1380000,5,2,"Residential Land (Intermediate)","Land area ",6300,0
"9120","Bukit Jalil",9e+05,3,2,"Serviced Residence (Intermediate)","Built-up ",1170,0
"9121","Bukit Jalil",2600000,4,2,"Condominium","Built-up ",3260,0
"9122","Bukit Jalil",658000,4,2,"Condominium","Built-up ",1212,0
"9123","Bukit Jalil",680000,3,3,"Condominium","Built-up ",1313,0
"9124","Bukit Jalil",1150000,5,2,"3-sty Terrace/Link House","Land area ",1870,0
"9125","Bukit Jalil",580000,3,1,"Condominium","Land area ",1212,0
"9126","Bukit Jalil",650000,3,3,"Condominium","Land area ",1378,1
"9127","Bukit Jalil",1225000,7,2,"Bungalow Land (Intermediate)","Land area ",6125,0
"9128","Bukit Jalil",1757360,5,2,"Bungalow Land (Corner)","Land area ",7988,0
"9129","Bukit Jalil",1228500,7,2,"Bungalow Land (Intermediate)","Land area ",6300,0
"9130","Bukit Jalil",1280000,7,2,"Bungalow Land (Intermediate)","Land area ",5704,0
"9131","Bukit Jalil",1250000,3,2,"Condominium (Corner)","Built-up ",1875,1
"9132","Bukit Jalil",1400000,3,2,"Condominium (Corner)","Built-up ",2021,1
"9133","Bukit Jalil",1990000,5,4,"3-sty Terrace/Link House (Intermediate)","Land area ",2760,1
"9134","Bukit Jalil",580000,2,1,"Serviced Residence","Unknown",929,0
"9135","Bukit Jalil",580000,2,1,"Serviced Residence","Built-up ",721,0
"9136","Bukit Jalil",645000,3,2,"Condominium","Built-up ",1400,0
"9137","Bukit Jalil",750000,3,3,"Condominium","Built-up ",1212,1
"9138","Bukit Jalil",660000,2,2,"Serviced Residence (Intermediate)","Built-up ",791,0
"9139","Bukit Jalil",580000,2,1,"Serviced Residence (Intermediate)","Built-up ",721,0
"9140","Bukit Jalil",1250000,5,2,"2-sty Terrace/Link House (Intermediate)","Land area ",1870,0
"9141","Bukit Jalil",2230000,5,3,"Serviced Residence","Built-up ",2563,1
"9142","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9143","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9144","Bukit Jalil",618000,3,2,"Condominium (Corner)","Built-up ",1407,0
"9145","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1212,0
"9146","Bukit Jalil",630000,2,2,"Condominium","Built-up ",1407,0
"9147","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Built-up ",1100,0
"9148","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Built-up ",1100,0
"9149","Bukit Jalil",850000,2,2,"Serviced Residence (Intermediate)","Built-up ",1025,1
"9150","Bukit Jalil",950000,3,2,"Serviced Residence (Intermediate)","Built-up ",1170,0
"9151","Bukit Jalil",650000,3,2,"Condominium (Intermediate)","Land area ",1087,0
"9152","Bukit Jalil",580000,3,1,"Condominium (Intermediate)","Built-up ",1087,0
"9153","Bukit Jalil",899000,3,2,"Condominium","Built-up ",1500,0
"9154","Bukit Jalil",748000,3,2,"Condominium (Corner)","Built-up ",1404,0
"9155","Bukit Jalil",620000,2,1,"Serviced Residence","Built-up ",791,0
"9156","Bukit Jalil",580000,1,1,"Serviced Residence","Built-up ",721,1
"9157","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1252,0
"9158","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1212,0
"9159","Bukit Jalil",580000,3,1,"Condominium (Intermediate)","Built-up ",1422,1
"9160","Bukit Jalil",580000,3,2,"Condominium","Unknown",929,0
"9161","Bukit Jalil",580000,3,1,"Condominium (Intermediate)","Built-up ",1448,1
"9162","Bukit Jalil",610000,3,2,"Condominium (Intermediate)","Built-up ",1232,0
"9163","Bukit Jalil",580000,3,1,"Condominium (Intermediate)","Built-up ",1097,0
"9164","Bukit Jalil",645000,4,3,"Condominium (Intermediate)","Built-up ",1450,0
"9165","Bukit Jalil",580000,3,1,"Apartment (Intermediate)","Built-up ",878,0
"9166","Bukit Jalil",1280000,5,4,"Condominium (Corner)","Built-up ",1930,1
"9167","Bukit Jalil",1250000,5,4,"Condominium","Land area ",1930,1
"9168","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Built-up ",1087,0
"9169","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Built-up ",1087,0
"9170","Bukit Jalil",580000,3,1,"Condominium (Corner)","Built-up ",1465,1
"9171","Bukit Jalil",1050000,3,2,"Serviced Residence (Intermediate)","Built-up ",1170,0
"9172","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1212,0
"9173","Bukit Jalil",690000,4,3,"Condominium","Built-up ",1212,0
"9174","Bukit Jalil",2e+06,4,3,"Serviced Residence (Penthouse)","Unknown",3206,1
"9175","Bukit Jalil",580000,1,1,"Apartment","Built-up ",818,1
"9176","Bukit Jalil",630000,3,2,"Condominium","Built-up ",1260,0
"9177","Bukit Jalil",6e+05,3,2,"Condominium (Corner)","Built-up ",1212,0
"9178","Bukit Jalil",598000,3,2,"Condominium","Built-up ",1212,0
"9179","Bukit Jalil",580000,3,2,"Condominium (Intermediate)","Built-up ",1100,0
"9180","Bukit Jalil",3600000,5,2,"Semi-detached House (Corner)","Land area ",5393,2
"9181","Bukit Jalil",3700000,5,2,"Semi-detached House (Corner)","Land area ",4079,2
"9182","Bukit Jalil",580000,2,1,"Apartment (Intermediate)","Land area ",996,1
"9183","Bukit Jalil",1850000,3,3,"Condominium (Corner)","Land area ",2500,1
"9184","Bukit Jalil",1350000,5,2,"3-sty Terrace/Link House (EndLot)","Land area ",1650,1
"9185","Bukit Jalil",1400000,4,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1606,1
"9186","Bukit Jalil",3e+06,5,4,"Semi-detached House (Intermediate)","Land area ",4050,2
"9187","Bukit Jalil",580000,2,1,"Apartment (Corner)","Land area ",993,1
"9188","Bukit Jalil",580000,2,1,"Apartment (Corner)","Land area ",881,0
"9189","Bukit Jalil",1600000,5,2,"2.5-sty Terrace/Link House (Intermediate)","Land area ",1840,1
"9190","Bukit Jalil",7e+05,3,2,"Condominium (Intermediate)","Land area ",1212,1
"9191","Bukit Jalil",1800000,6,2,"2.5-sty Terrace/Link House (Intermediate)","Land area ",1840,1
"9192","Bukit Jalil",1500000,3,2,"Condominium (Corner)","Land area ",1700,2
"9193","Bukit Jalil",1180000,3,2,"Condominium (Intermediate)","Land area ",1409,0
"9194","Bukit Jalil",580000,3,1,"Apartment (Intermediate)","Land area ",1098,0
"9195","Bukit Jalil",580000,2,1,"Apartment (Intermediate)","Land area ",996,1
"9196","Bukit Jalil",580000,3,1,"Condominium (Corner)","Land area ",1212,0
"9197","Bukit Jalil",3200000,4,4,"Condominium (Corner)","Land area ",3438,2
"9198","Bukit Jalil",580000,3,1,"Condominium (Corner)","Land area ",1212,0
"9199","Bukit Jalil",850000,5,2,"Condominium (Intermediate)","Land area ",2509,1
"9200","Bukit Jalil",2400000,5,4,"3-sty Terrace/Link House (EndLot)","Land area ",2640,2
"9201","Bukit Jalil",1600000,4,2,"3-sty Terrace/Link House (Corner)","Land area ",2263,1
"9202","Bukit Jalil",2500000,6,2,"2.5-sty Terrace/Link House (Corner)","Land area ",3485,1
"9203","Bukit Jalil",680000,3,2,"Condominium (Corner)","Land area ",1404,0
"9204","Bukit Jalil",1650000,1,2,"Condominium (Corner)","Land area ",1700,1
"9205","Bukit Jalil",840000,4,3,"Condominium (Corner)","Land area ",1600,1
"9206","Bukit Jalil",2300000,5,2,"2.5-sty Terrace/Link House (EndLot)","Land area ",2640,1
"9207","Bukit Jalil",3800000,4,4,"Condominium (Corner)","Land area ",3952,2
"9208","Bukit Jalil",580000,4,1,"Condominium (Intermediate)","Land area ",1087,0
"9209","Bukit Jalil",2100000,3,3,"Condominium","Built-up ",2253,1
"9210","Bukit Jalil",1600000,4,2,"Semi-detached House (Intermediate)","Land area ",3200,1
"9211","Bukit Jalil",1500000,4,2,"Semi-detached House (Intermediate)","Land area ",3200,1
"9212","Bukit Jalil",1800000,4,2,"Semi-detached House (Intermediate)","Land area ",3200,1
"9213","Bukit Jalil",1680000,4,2,"Semi-detached House (Intermediate)","Land area ",3200,1
"9214","Bukit Jalil",2150000,3,2,"Residential Land","Land area ",9332,0
"9215","Bukit Jalil",740000,3,3,"Condominium (Corner)","Built-up ",1212,0
"9216","Bukit Jalil",6e+05,3,2,"Condominium","Built-up ",1212,0
"9217","Bukit Jalil",630000,3,2,"Condominium (Corner)","Built-up ",1404,1
"9218","Bukit Jalil",670000,2,1,"Serviced Residence","Unknown",1074,0
"9219","Bukit Jalil",640000,2,1,"Serviced Residence","Built-up ",791,0
"9220","Bukit Jalil",650000,3,2,"Condominium (Intermediate)","Built-up ",1232,0
"9221","Bukit Jalil",650000,3,2,"Condominium (Intermediate)","Built-up ",1232,0
"9222","Bukit Jalil",580000,1,1,"Serviced Residence","Built-up ",721,1
"9223","Bukit Jalil",850000,3,3,"Condominium (Corner)","Land area ",2367,0
"9224","Bukit Jalil",738000,3,2,"Condominium (Corner)","Built-up ",1276,0
"9225","Bukit Jalil",580000,3,1,"Apartment (Corner)","Built-up ",1048,0
"9226","Bukit Jalil",580000,1,1,"Condominium (Corner)","Built-up ",1212,1
"9227","Bukit Jalil",580000,2,1,"Condominium (Corner)","Built-up ",1222,1
"9228","Bukit Jalil",580000,2,1,"Condominium (Corner)","Built-up ",1222,1
"9229","Bukit Jalil",580000,1,1,"Condominium","Built-up ",1212,0
"9230","Bukit Jalil",6e+05,3,2,"Condominium (Corner)","Built-up ",1404,0
"9231","Bukit Jalil",650000,3,2,"Condominium (Intermediate)","Built-up ",1236,0
"9232","Bukit Jalil",670000,3,2,"Condominium","Built-up ",1234,0
"9233","Bukit Jalil",620000,3,2,"Condominium","Built-up ",1234,0
"9234","Bukit Jalil",580000,3,1,"Apartment","Built-up ",952,0
"9235","Bukit Jalil",690000,3,2,"Condominium","Built-up ",1454,1
"9236","Bukit Jalil",1230000,5,2,"3-sty Terrace/Link House","Land area ",1840,1
"9237","Bukit Jalil",580000,2,1,"Condominium (Intermediate)","Built-up ",1087,0
"9238","Bukit Jalil",610000,3,2,"Condominium (Corner)","Built-up ",1232,0
"9239","Bukit Jalil",7e+05,3,2,"Condominium (Corner)","Built-up ",1212,0
"9240","Bukit Jalil",6e+05,2,2,"Condominium (Corner)","Built-up ",1232,0
"9241","Bukit Jalil",630000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9242","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9243","Bukit Jalil",610000,2,2,"Condominium (Corner)","Built-up ",1212,0
"9244","Bukit Jalil",650000,3,2,"Condominium","Built-up ",1404,0
"9245","Bukit Jalil",680000,3,2,"Condominium","Built-up ",1232,0
"9246","Bukit Jalil",799000,4,3,"Condominium (Corner)","Built-up ",1599,0
"9247","Bukit Jalil",1800000,4,4,"Condominium","Built-up ",2773,1
"9248","Bukit Jalil",920000,3,2,"Condominium (Corner)","Built-up ",1415,1
"9249","Bukit Jalil",880000,3,2,"Condominium (Corner)","Built-up ",1293,1
"9250","Bukit Jalil",855000,3,2,"Condominium (Intermediate)","Built-up ",1293,1
"9251","Bukit Jalil",899000,3,2,"Condominium (Corner)","Built-up ",1415,1
"9252","Bukit Jalil",680000,3,2,"Condominium","Built-up ",1212,0
"9253","Bukit Jalil",708000,3,2,"Condominium (Corner)","Built-up ",1300,1
"9254","Bukit Jalil",780000,1,1,"Serviced Residence (Intermediate)","Built-up ",1100,0
"9255","Bukit Jalil",1150000,5,4,"Condominium","Built-up ",1930,1
"9256","Bukit Jalil",1690000,6,2,"3-sty Terrace/Link House","Land area ",2125,0
"9257","Bukit Jalil",1750000,5,2,"3-sty Terrace/Link House","Land area ",2160,0
"9258","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1212,0
"9259","Bukit Jalil",650000,3,2,"Condominium","Built-up ",1300,1
"9260","Bukit Jalil",950000,3,2,"Serviced Residence","Built-up ",1218,0
"9261","Bukit Jalil",6e+05,2,1,"Serviced Residence","Built-up ",791,0
"9262","Bukit Jalil",580000,2,1,"Serviced Residence","Built-up ",721,0
"9263","Bukit Jalil",630000,3,2,"Townhouse (Intermediate)","Built-up ",1340,0
"9264","Bukit Jalil",1680000,5,6,"3-sty Terrace/Link House (Corner)","Land area ",3780,0
"9265","Bukit Jalil",580000,3,1,"Apartment (Intermediate)","Built-up ",850,0
"9266","Bukit Jalil",5650000,6,2,"Bungalow","Land area ",6400,0
"9267","Bukit Jalil",580000,2,2,"Condominium","Built-up ",1212,0
"9268","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,1
"9269","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1404,1
"9270","Bukit Jalil",580000,3,1,"Apartment","Built-up ",952,0
"9271","Bukit Jalil",858000,3,2,"Condominium (Corner)","Built-up ",1457,1
"9272","Bukit Jalil",580000,2,1,"Condominium (Intermediate)","Built-up ",1222,1
"9273","Bukit Jalil",4300000,7,4,"Bungalow","Land area ",5807,1
"9274","Bukit Jalil",9e+05,4,2,"Condominium","Built-up ",1513,1
"9275","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1404,1
"9276","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9277","Bukit Jalil",9e+05,4,3,"Condominium (Corner)","Built-up ",1513,1
"9278","Bukit Jalil",9e+05,4,2,"Condominium","Built-up ",1513,1
"9279","Bukit Jalil",1550000,5,2,"3-sty Terrace/Link House (Intermediate)","Land area ",1650,0
"9280","Bukit Jalil",580000,3,2,"Condominium","Built-up ",1212,0
"9281","Bukit Jalil",925000,4,2,"Condominium (Intermediate)","Built-up ",1513,1
"9282","Bukit Jalil",1400000,5,4,"Condominium (Intermediate)","Land area ",1930,1
"9283","Bukit Jalil",1034000,4,2,"Condominium (Intermediate)","Land area ",1513,1
"9284","Bukit Jalil",1060000,4,2,"Condominium (Intermediate)","Land area ",1513,1
"9285","Bukit Jalil",950000,4,2,"Condominium (Intermediate)","Built-up ",1513,1
"9286","Bukit Jalil",1200000,4,2,"Condominium (Intermediate)","Built-up ",1513,1
"9287","Bukit Jalil",598000,3,2,"Condominium","Unknown",958,0
"9288","Bukit Jalil",1199000,4,2,"3-sty Terrace/Link House","Land area ",1840,1
"9289","Bukit Jalil",580000,3,1,"Condominium (Intermediate)","Built-up ",1222,0
"9290","Bukit Jalil",1035000,4,2,"Condominium","Built-up ",1513,1
"9291","Bukit Jalil",4e+06,5,2,"Bungalow","Land area ",8747,0
"9292","Bukit Jalil",780000,3,2,"Condominium","Built-up ",1404,0
"9293","Bukit Jalil",580000,2,1,"Apartment (Intermediate)","Built-up ",1000,0
"9294","Bukit Jalil",9e+05,3,2,"Condominium (Corner)","Built-up ",1450,0
"9295","Bukit Jalil",5638000,4,2,"Bungalow","Land area ",8568,2
"9296","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9297","Bukit Jalil",580000,3,2,"Condominium (Corner)","Built-up ",1212,0
"9298","Bukit Jalil",1100000,4,3,"Condominium (Corner)","Built-up ",2756,0
